id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-433091,2023-01-31,000001,Vente,413000,,,RIVERY,B045,80136,80674,Rivery,80,,,80674000AD0163,,,,,,,,,,,,,0,,,,,J,jardins,,,601,2.326388,49.903743
2023-433092,2023-02-03,000001,Vente,4606,,,LA COQUILLE ET LE CALVAIRE,B020,80450,80164,Camon,80,,,80164000AE0023,,,,,,,,,,,,,0,,,,,J,jardins,,,658,2.345369,49.890648
2023-433093,2023-02-06,000001,Vente,9000,11,,RUE DE BOULOGNE,0300,80120,80649,Quend,80,,,80649000XB0134,,,24,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.547109,50.324275
2023-433094,2023-01-17,000001,Vente,188000,41,,RUE DE FRESNOY,0060,80700,80421,Hattencourt,80,,,80421000AB0356,,,,,,,,,,,,,0,1,Maison,130,6,S,sols,,,800,2.787695,49.764089
2023-433095,2023-02-03,000001,Vente,234300,42,,RUE LE CORBUSIER,4842,80090,80021,Amiens,80,,,80021000MR0005,,,165,123.57,,,,,,,,,1,1,Maison,101,5,,,,,,2.322389,49.868482
2023-433096,2023-02-03,000001,Vente,230000,554,,CHS JULES FERRY,4640,80090,80021,Amiens,80,,,80021000LO0052,,,,,,,,,,,,,0,1,Maison,94,3,S,sols,,,345,2.343236,49.876341
2023-433096,2023-02-03,000001,Vente,230000,554,,CHS JULES FERRY,4640,80090,80021,Amiens,80,,,80021000LO0052,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,19,0,S,sols,,,345,2.343236,49.876341
2023-433097,2023-01-18,000001,Vente,25000,8,,RUE VINCENT FERRARI,0740,80620,80241,Domart-en-Ponthieu,80,,,80241000AC0157,,,,,,,,,,,,,0,1,Maison,64,3,S,sols,,,87,2.123633,50.073085
2023-433097,2023-01-18,000001,Vente,25000,8,,RUE VINCENT FERRARI,0740,80620,80241,Domart-en-Ponthieu,80,,,80241000AC0157,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,87,2.123633,50.073085
2023-433097,2023-01-18,000001,Vente,25000,8,,RUE VINCENT FERRARI,0740,80620,80241,Domart-en-Ponthieu,80,,,80241000AC0157,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,87,2.123633,50.073085
2023-433098,2023-01-11,000001,Vente,199300,,,RUE DU PETIT CAGNY,0180,80680,80702,Saint-Fuscien,80,,,80702000AB0202,,,,,,,,,,,,,0,,,,,S,sols,,,7,2.31194,49.83835
2023-433098,2023-01-11,000001,Vente,199300,,,LE VILLAGE,B061,80680,80702,Saint-Fuscien,80,,,80702000AB0514,,,,,,,,,,,,,0,,,,,J,jardins,,,147,2.311817,49.838407
2023-433098,2023-01-11,000001,Vente,199300,,,LE VILLAGE,B061,80680,80702,Saint-Fuscien,80,,,80702000AB0515,,,,,,,,,,,,,0,,,,,J,jardins,,,4,2.311782,49.83846
2023-433098,2023-01-11,000001,Vente,199300,10,,RUE DU PETIT CAGNY,0180,80680,80702,Saint-Fuscien,80,,,80702000AB0517,,,,,,,,,,,,,0,1,Maison,77,4,S,sols,,,438,2.311659,49.838355
2023-433099,2023-01-28,000001,Vente,77778,8,,RUE DU CALVAIRE,0012,80200,80701,Saint-Christ-Briost,80,,,80701000ZB0039,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,1008,2.931947,49.853936
2023-433099,2023-01-28,000001,Vente,77778,8,,RUE DU CALVAIRE,0012,80200,80701,Saint-Christ-Briost,80,,,80701000ZB0039,,,,,,,,,,,,,0,1,Maison,140,5,J,jardins,,,1008,2.931947,49.853936
2023-433099,2023-01-28,000001,Vente,77778,8,,RUE DU CALVAIRE,0012,80200,80701,Saint-Christ-Briost,80,,,80701000ZB0039,,,,,,,,,,,,,0,1,Maison,140,5,S,sols,,,402,2.931947,49.853936
2023-433099,2023-01-28,000001,Vente,77778,8,,RUE DU CALVAIRE,0012,80200,80701,Saint-Christ-Briost,80,,,80701000ZB0039,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,402,2.931947,49.853936
2023-433100,2023-01-23,000001,Vente,280000,,,LE VILLAGE,B038,80600,80445,Humbercourt,80,,,804450000B0447,,,,,,,,,,,,,0,,,,,P,prés,,,3025,2.448163,50.209359
2023-433100,2023-01-23,000001,Vente,280000,14,,RUE DE LUCHEUX,0200,80600,80445,Humbercourt,80,,,804450000B1102,,,,,,,,,,,,,0,,,,,P,prés,,,31,2.447938,50.209348
2023-433100,2023-01-23,000001,Vente,280000,14,,RUE DE LUCHEUX,0200,80600,80445,Humbercourt,80,,,804450000B1103,,,,,,,,,,,,,0,,,,,P,prés,,,16,2.447798,50.209214
2023-433100,2023-01-23,000001,Vente,280000,,,LE VILLAGE,B038,80600,80445,Humbercourt,80,,,804450000B1145,,,,,,,,,,,,,0,,,,,S,sols,,,55,2.447536,50.209771
2023-433100,2023-01-23,000001,Vente,280000,,,LE VILLAGE,B038,80600,80445,Humbercourt,80,,,804450000B1146,,,,,,,,,,,,,0,,,,,S,sols,,,164,2.447757,50.209265
2023-433100,2023-01-23,000001,Vente,280000,,,LE VILLAGE,B038,80600,80445,Humbercourt,80,,,804450000B1147,,,,,,,,,,,,,0,,,,,S,sols,,,786,2.447968,50.209551
2023-433100,2023-01-23,000001,Vente,280000,14,,RUE DE LUCHEUX,0200,80600,80445,Humbercourt,80,,,804450000B1149,,,,,,,,,,,,,0,1,Maison,112,4,S,sols,,,1272,2.447878,50.209727
2023-433101,2023-02-01,000001,Vente,317000,53,,RUE VICTOR CAMELINAT,0640,80330,80489,Longueau,80,,,80489000AH0039,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,453,2.354736,49.870457
2023-433101,2023-02-01,000001,Vente,317000,53,,RUE VICTOR CAMELINAT,0640,80330,80489,Longueau,80,,,80489000AH0039,,,,,,,,,,,,,0,1,Maison,150,5,S,sols,,,453,2.354736,49.870457
2023-433101,2023-02-01,000001,Vente,317000,53,,RUE VICTOR CAMELINAT,0640,80330,80489,Longueau,80,,,80489000AH0039,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,453,2.354736,49.870457
2023-433102,2023-01-27,000001,Vente,205750,222,,RUE LEON DUPONTREUE,4955,80080,80021,Amiens,80,,,80021000CH0085,,,,,,,,,,,,,0,1,Maison,110,4,S,sols,,,292,2.316623,49.906014
2023-433103,2023-01-23,000002,Vente,165300,5008,,AU CHEMIN DE CHILLY,B015,80320,80409,Hallu,80,,,804090000X0123,,,,,,,,,,,,,0,1,Maison,130,6,,,,,,,
2023-433103,2023-01-23,000002,Vente,165300,5008,,AU CHEMIN DE CHILLY,B015,80320,80409,Hallu,80,,,804090000X0123,,,,,,,,,,,,,0,3,Dépendance,,0,,,,,,,
2023-433104,2023-01-27,000001,Vente,41839.5,,,LES LARIS,B016,80430,80450,Inval-Boiron,80,,,804500000A0004,,,,,,,,,,,,,0,,,,,P,prés,,,10570,1.742718,49.88974
2023-433104,2023-01-27,000001,Vente,41839.5,,,LES LARIS,B016,80430,80450,Inval-Boiron,80,,,804500000A0008,,,,,,,,,,,,,0,,,,,P,prés,,,8363,1.744734,49.88881
2023-433104,2023-01-27,000001,Vente,41839.5,,,LES LARIS,B016,80430,80450,Inval-Boiron,80,,,804500000A0009,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,1145,1.743312,49.889153
2023-433104,2023-01-27,000001,Vente,41839.5,,,LES LARIS,B016,80430,80450,Inval-Boiron,80,,,804500000A0010,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2290,1.743924,49.889319
2023-433104,2023-01-27,000001,Vente,41839.5,,,LES LARIS,B016,80430,80450,Inval-Boiron,80,,,804500000A0011,,,,,,,,,,,,,0,,,,,P,prés,,,2200,1.744453,49.889239
2023-433104,2023-01-27,000001,Vente,41839.5,,,LES LARIS,B016,80430,80450,Inval-Boiron,80,,,804500000A0017,,,,,,,,,,,,,0,,,,,P,prés,,,2840,1.747121,49.887686
2023-433104,2023-01-27,000001,Vente,41839.5,,,LES PRES DU MOULIN,B022,80430,80450,Inval-Boiron,80,,,804500000A0114,,,,,,,,,,,,,0,,,,,P,prés,,,1250,1.747612,49.887348
2023-433104,2023-01-27,000001,Vente,41839.5,,,LES PRES DU MOULIN,B022,80430,80450,Inval-Boiron,80,,,804500000A0121,,,,,,,,,,,,,0,,,,,P,prés,,,2285,1.747751,49.887569
2023-433104,2023-01-27,000001,Vente,41839.5,,,LES PRES DU MOULIN,B022,80430,80450,Inval-Boiron,80,,,804500000A0129,,,,,,,,,,,,,0,,,,,P,prés,,,200,1.746506,49.887517
2023-433104,2023-01-27,000001,Vente,41839.5,,,LE CHENE MATREL,B008,80430,80450,Inval-Boiron,80,,,80450000ZB0060,,,,,,,,,,,,,0,,,,,T,terres,,,6662,1.74612,49.874226
2023-433104,2023-01-27,000001,Vente,41839.5,,,LE CHENE MATREL,B008,80430,80450,Inval-Boiron,80,,,80450000ZB0060,,,,,,,,,,,,,0,,,,,P,prés,,,23078,1.74612,49.874226
2023-433104,2023-01-27,000001,Vente,41839.5,,,LE CHENE MATREL,B008,80430,80450,Inval-Boiron,80,,,80450000ZB0062,,,,,,,,,,,,,0,,,,,T,terres,,,28494,1.744571,49.873801
2023-433105,2023-01-20,000001,Vente,230950,9002,,RUE DE L EGLISE,0080,80880,80714,Saint-Quentin-la-Motte-Croix-au-Bailly,80,,,80714000AH0050,,,,,,,,,,,,,0,1,Maison,89,4,S,sols,,,958,1.452547,50.074382
2023-433105,2023-01-20,000001,Vente,230950,9002,,RUE DE L EGLISE,0080,80880,80714,Saint-Quentin-la-Motte-Croix-au-Bailly,80,,,80714000AH0050,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,958,1.452547,50.074382
2023-433106,2023-01-31,000001,Vente,22000,9086,,HORTILLONNAGE,0525,80136,80674,Rivery,80,,,806740000D0056,,,,,,,,,,,,,0,1,Maison,47,2,S,sols,,,19,2.318496,49.895825
2023-433106,2023-01-31,000001,Vente,22000,,,LE PEUPLE,B042,80136,80674,Rivery,80,,,806740000D0057,,,,,,,,,,,,,0,,,,,J,jardins,MARAI,Pré marais,728,2.318605,49.895697
2023-433107,2023-01-31,000001,Vente,354000,7,,RUE DE L EGLISE,0080,80290,80179,Caulières,80,,,80179000AB0095,,,,,,,,,,,,,0,1,Maison,117,4,S,sols,,,398,1.887578,49.780503
2023-433107,2023-01-31,000001,Vente,354000,7,,RUE DE L EGLISE,0080,80290,80179,Caulières,80,,,80179000AB0095,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,398,1.887578,49.780503
2023-433107,2023-01-31,000001,Vente,354000,,,LE VILLAGE,B031,80290,80179,Caulières,80,,,80179000AB0097,,,,,,,,,,,,,0,,,,,J,jardins,,,622,1.887322,49.780532
2023-433108,2023-01-12,000002,Vente,65000,,,LA VILLE,B074,80800,80212,Corbie,80,,,802120000L0827,,,,,,,,,,,,,0,,,,,S,sols,,,22,2.510897,49.905741
2023-433108,2023-01-12,000002,Vente,65000,5,,RUE DU 8 MAI 1945,0265,80800,80212,Corbie,80,,,802120000L0961,,,,,,,,,,,,,0,,,,,S,sols,,,214,,
2023-433109,2023-01-31,000001,Vente,58000,,,LE VILLAGE,B065,80340,80569,Morcourt,80,,,80569000AC0276,,,,,,,,,,,,,0,,,,,P,prés,,,13650,2.653576,49.893171
2023-433110,2023-01-31,000001,Vente,143000,8,,RUE DES TAVERNES,0440,80800,80799,Villers-Bretonneux,80,,,807990000B0476,,,,,,,,,,,,,0,1,Maison,130,6,S,sols,,,455,2.51305,49.868699
2023-433110,2023-01-31,000001,Vente,143000,8,,RUE DES TAVERNES,0440,80800,80799,Villers-Bretonneux,80,,,807990000B0476,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,455,2.51305,49.868699
2023-433111,2023-02-09,000001,Vente,190000,7,,RUE DE LA FERME,0090,80132,80171,Caours,80,,,80171000AB0111,,,,,,,,,,,,,0,1,Maison,124,4,S,sols,,,1260,1.88468,50.129818
2023-433112,2023-01-12,000001,Vente,15000,,,RUE DU CHARRON,0007,80190,80300,Falvy,80,,,80300000ZH0033,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1025,2.955337,49.824844
2023-433113,2023-01-11,000001,Vente,135100,23,B,RTE DE ROSIERES,0320,80131,80417,Harbonnières,80,,,80417000AC0065,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,0,S,sols,,,556,2.672066,49.844505
2023-433113,2023-01-11,000001,Vente,135100,23,B,RTE DE ROSIERES,0320,80131,80417,Harbonnières,80,,,80417000AC0065,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,556,2.672066,49.844505
2023-433114,2023-02-01,000001,Vente,55600,,,GAUCHE DU CHEMIN DE VERS,B040,80480,80261,Dury,80,,,80261000ZM0014,,,,,,,,,,,,,0,,,,,T,terres,,,8701,2.25498,49.845046
2023-433114,2023-02-01,000001,Vente,55600,,,GAUCHE DU CHEMIN DE VERS,B040,80480,80261,Dury,80,,,80261000ZM0015,,,,,,,,,,,,,0,,,,,T,terres,,,6920,2.254862,49.845594
2023-433114,2023-02-01,000001,Vente,55600,,,LA BRUNE,B006,80480,80261,Dury,80,,,80261000ZM0022,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,726,2.259929,49.842081
2023-433114,2023-02-01,000001,Vente,55600,,,LA BRUNE,B006,80480,80261,Dury,80,,,80261000ZM0022,,,,,,,,,,,,,0,,,,,T,terres,,,9890,2.259929,49.842081
2023-433114,2023-02-01,000001,Vente,55600,,,LA BRUNE,B006,80480,80261,Dury,80,,,80261000ZM0022,,,,,,,,,,,,,0,,,,,T,terres,,,29673,2.259929,49.842081
2023-433114,2023-02-01,000001,Vente,55600,,,AU CHAMP DES SUISSES,B008,80480,80791,Vers-sur-Selle,80,,,80791000AI0001,,,,,,,,,,,,,0,,,,,T,terres,,,1016,2.25534,49.844478
2023-433114,2023-02-01,000001,Vente,55600,,,AU CHAMP DES SUISSES,B008,80480,80791,Vers-sur-Selle,80,,,80791000AI0002,,,,,,,,,,,,,0,,,,,T,terres,,,1524,2.255248,49.844469
2023-433114,2023-02-01,000001,Vente,55600,,,AU CHAMP DES SUISSES,B008,80480,80791,Vers-sur-Selle,80,,,80791000AI0003,,,,,,,,,,,,,0,,,,,T,terres,,,2540,2.255137,49.844433
2023-433114,2023-02-01,000001,Vente,55600,,,AUX BRUNES,B006,80480,80791,Vers-sur-Selle,80,,,80791000AI0028,,,,,,,,,,,,,0,,,,,P,prés,,,7970,2.258452,49.840513
2023-433114,2023-02-01,000001,Vente,55600,,,AU DESSUS DU CHEM DE DURY,B032,80480,80791,Vers-sur-Selle,80,,,80791000ZD0132,,,,,,,,,,,,,0,,,,,T,terres,,,77500,2.251555,49.845192
2023-433115,2023-01-13,000001,Vente,55000,12,,RUE DE MONTREUIL,0140,80800,80463,Lamotte-Warfusée,80,,,804630000A0461,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1111,2.600775,49.871389
2023-433116,2023-02-06,000001,Vente,75000,15,,PL DU HUIT MAI 1945,0166,80290,80227,Croixrault,80,,,802270000C0089,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,656,1.99117,49.792573
2023-433116,2023-02-06,000001,Vente,75000,15,,PL DU HUIT MAI 1945,0166,80290,80227,Croixrault,80,,,802270000C0089,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,656,1.99117,49.792573
2023-433117,2023-01-13,000001,Vente,135000,111,B,RUE DE MONTDIDIER,0305,80800,80799,Villers-Bretonneux,80,,,807990000B1003,,,,,,,,,,,,,0,1,Maison,64,4,S,sols,,,646,2.522573,49.864614
2023-433118,2023-02-06,000001,Vente,154800,10,,IMP ECCE HOMO,0086,80170,80400,Guillaucourt,80,,,80400000AB0030,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,434,2.637676,49.846599
2023-433118,2023-02-06,000001,Vente,154800,10,,IMP ECCE HOMO,0086,80170,80400,Guillaucourt,80,,,80400000AB0030,,,,,,,,,,,,,0,1,Maison,96,3,S,sols,,,434,2.637676,49.846599
2023-433119,2023-01-28,000001,Vente,208198,,,LE VILLAGE,B058,80400,80279,Ercheu,80,,,80279000AD0270,,,,,,,,,,,,,0,,,,,P,prés,,,1617,2.937989,49.701547
2023-433119,2023-01-28,000001,Vente,208198,28,,RUE DE LA RIVIERE BLEUE,0059,80400,80279,Ercheu,80,,,80279000AD0271,,,,,,,,,,,,,0,1,Maison,70,3,S,sols,,,1434,2.938358,49.701194
2023-433119,2023-01-28,000001,Vente,208198,,,LE VILLAGE,B058,80400,80279,Ercheu,80,,,80279000AD0303,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,5,2.937711,49.701788
2023-433120,2023-02-07,000001,Vente,165000,39,,RUE CHARLES FLOQUET,1680,80000,80021,Amiens,80,,,80021000DX0363,,,,,,,,,,,,,0,1,Maison,88,3,S,sols,,,108,2.308818,49.883791
2023-433121,2023-01-11,000001,Vente,120100,,,RUE DU VIEUX MARCHE,0700,80620,80241,Domart-en-Ponthieu,80,,,80241000AC0174,,,,,,,,,,,,,0,,,,,S,sols,,,310,2.124688,50.072499
2023-433121,2023-01-11,000001,Vente,120100,,,LE VILLAGE OUEST,B073,80620,80241,Domart-en-Ponthieu,80,,,80241000AC0181,,,,,,,,,,,,,0,,,,,J,jardins,,,386,2.124932,50.072857
2023-433121,2023-01-11,000001,Vente,120100,38,,RUE GASTON MORIN,0380,80620,80241,Domart-en-Ponthieu,80,,,80241000AC0187,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,344,2.125145,50.073184
2023-433121,2023-01-11,000001,Vente,120100,38,,RUE GASTON MORIN,0380,80620,80241,Domart-en-Ponthieu,80,,,80241000AC0187,,,,,,,,,,,,,0,1,Maison,112,5,S,sols,,,344,2.125145,50.073184
2023-433121,2023-01-11,000001,Vente,120100,38,,RUE GASTON MORIN,0380,80620,80241,Domart-en-Ponthieu,80,,,80241000AC0187,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,344,2.125145,50.073184
2023-433122,2023-01-31,000001,Vente,291000,224,,RUE SAINT HONORE,7230,80000,80021,Amiens,80,,,80021000AT0187,,,,,,,,,,,,,0,1,Maison,135,4,S,sols,,,232,2.284105,49.885138
2023-433122,2023-01-31,000001,Vente,291000,224,,RUE SAINT HONORE,7230,80000,80021,Amiens,80,,,80021000AT0187,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,232,2.284105,49.885138
2023-433123,2023-01-09,000001,Vente,145940,,,LE VILLAGE,B031,80140,80269,Épaumesnil,80,,,802690000B0620,,,,,,,,,,,,,0,,,,,S,sols,,,105,1.852054,49.911608
2023-433123,2023-01-09,000001,Vente,145940,22,,RUE PRINCIPALE,0300,80140,80269,Épaumesnil,80,,,802690000B0713,,,,,,,,,,,,,0,1,Maison,85,4,S,sols,,,137,1.851788,49.911414
2023-433123,2023-01-09,000001,Vente,145940,22,,RUE PRINCIPALE,0300,80140,80269,Épaumesnil,80,,,802690000B0713,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,137,1.851788,49.911414
2023-433123,2023-01-09,000001,Vente,145940,22,,RUE PRINCIPALE,0300,80140,80269,Épaumesnil,80,,,802690000B0713,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,137,1.851788,49.911414
2023-433123,2023-01-09,000001,Vente,145940,,,VERS AVESNES,B030,80140,80269,Épaumesnil,80,,,802690000B0716,,,,,,,,,,,,,0,,,,,J,jardins,,,39,1.851754,49.911319
2023-433123,2023-01-09,000001,Vente,145940,2,,RUE DU SAC,0400,80140,80269,Épaumesnil,80,,,802690000B0807,,,,,,,,,,,,,0,,,,,S,sols,,,241,1.851887,49.911453
2023-433124,2023-01-27,000001,Vente,39906,,,BOIS DES PRIEURS,B003,80150,80250,Domvast,80,,,80250000ZC0010,,,,,,,,,,,,,0,,,,,T,terres,,,23780,1.919196,50.217029
2023-433124,2023-01-27,000001,Vente,39906,,,AU DESSUS DU FOND DE BRAIL,B008,80150,80327,Fontaine-sur-Maye,80,,,80327000ZC0017,,,,,,,,,,,,,0,,,,,T,terres,,,15750,1.941463,50.231724
2023-433124,2023-01-27,000001,Vente,39906,,,AU DESSUS DU FOND DE BRAIL,B008,80150,80327,Fontaine-sur-Maye,80,,,80327000ZC0017,,,,,,,,,,,,,0,,,,,T,terres,,,15750,1.941463,50.231724
2023-433124,2023-01-27,000001,Vente,39906,,,AU DESSUS DU FOND DE BRAIL,B008,80150,80327,Fontaine-sur-Maye,80,,,80327000ZC0018,,,,,,,,,,,,,0,,,,,T,terres,,,3380,1.941609,50.230991
2023-433124,2023-01-27,000001,Vente,39906,,,AU DESSUS DU FOND DE BRAIL,B008,80150,80327,Fontaine-sur-Maye,80,,,80327000ZC0018,,,,,,,,,,,,,0,,,,,T,terres,,,3380,1.941609,50.230991
2023-433124,2023-01-27,000001,Vente,39906,,,CHEMIN DE L ARMEE,B006,80150,80327,Fontaine-sur-Maye,80,,,80327000ZD0005,,,,,,,,,,,,,0,,,,,T,terres,,,1490,1.910854,50.242168
2023-433124,2023-01-27,000001,Vente,39906,,,CHEMIN DE L ARMEE,B006,80150,80327,Fontaine-sur-Maye,80,,,80327000ZD0005,,,,,,,,,,,,,0,,,,,T,terres,,,2980,1.910854,50.242168
2023-433125,2023-02-06,000001,Vente,20000,,,LE VILLAGE,B058,80260,80798,Villers-Bocage,80,,,80798000AB0152,,,,,,,,,,,,,0,,,,,T,terres,,,655,2.321792,49.999607
2023-433125,2023-02-06,000001,Vente,20000,1,,RUE DE COSSE,0140,80260,80798,Villers-Bocage,80,,,80798000AC0020,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,393,2.319914,49.997343
2023-433125,2023-02-06,000001,Vente,20000,1,,RUE DE COSSE,0140,80260,80798,Villers-Bocage,80,,,80798000AC0020,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,393,2.319914,49.997343
2023-433125,2023-02-06,000001,Vente,20000,1,,RUE DE COSSE,0140,80260,80798,Villers-Bocage,80,,,80798000AC0020,,,,,,,,,,,,,0,1,Maison,46,1,S,sols,,,393,2.319914,49.997343
2023-433125,2023-02-06,000001,Vente,20000,,,LA VALLEETTE,B054,80260,80798,Villers-Bocage,80,,,80798000ZD0017,,,,,,,,,,,,,0,,,,,T,terres,,,840,2.32684,49.998465
2023-433126,2023-01-16,000001,Vente,160428,2,,RUE D EN HAUT,0055,80200,80741,Soyécourt,80,,,80741000ZH0051,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,370,2.793006,49.869926
2023-433126,2023-01-16,000001,Vente,160428,2,,RUE D EN HAUT,0055,80200,80741,Soyécourt,80,,,80741000ZH0051,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,370,2.793006,49.869926
2023-433126,2023-01-16,000001,Vente,160428,2,,RUE D EN HAUT,0055,80200,80741,Soyécourt,80,,,80741000ZH0051,,,,,,,,,,,,,0,1,Maison,110,5,S,sols,,,370,2.793006,49.869926
2023-433126,2023-01-16,000001,Vente,160428,20,,RUE DE WALLIEUX,0220,80200,80741,Soyécourt,80,,,80741000ZH0052,,,,,,,,,,,,,0,,,,,J,jardins,,,541,2.792919,49.869876
2023-433127,2023-01-30,000001,Vente,3270,,,LA HAYETTE,B021,80150,80006,Agenvillers,80,,,80006000ZB0037,,,,,,,,,,,,,0,,,,,T,terres,,,5450,1.930931,50.177799
2023-433128,2023-01-10,000001,Vente,185000,4,A,RUE PRINCIPALE,0055,80610,80100,Bettencourt-Saint-Ouen,80,,,801000000A0418,,,,,,,,,,,,,0,1,Maison,125,6,S,sols,,,50,2.108095,50.023213
2023-433128,2023-01-10,000001,Vente,185000,,,IMP DU CUL DE SAC,0009,80610,80100,Bettencourt-Saint-Ouen,80,,,801000000A0871,,,,,,,,,,,,,0,,,,,S,sols,,,182,2.108072,50.023141
2023-433128,2023-01-10,000001,Vente,185000,,,IMP DU CUL DE SAC,0009,80610,80100,Bettencourt-Saint-Ouen,80,,,801000000A0885,,,,,,,,,,,,,0,,,,,S,sols,,,205,2.108215,50.023101
2023-433129,2023-01-12,000001,Vente,40000,8,,RUE DE LA PLACE,0380,80160,80611,Oresmaux,80,,,806110000H0696,,,,,,,,,,,,,0,,,,,S,sols,,,717,2.27144,49.769218
2023-433130,2023-01-16,000001,Vente en l'état futur d'achèvement,151800,,,LE CHEMINET DE LALEU,B026,80800,80799,Villers-Bretonneux,80,,,80799000AC0089,,,10,,,,,,,,,,1,,,,,,,,,,2.53433,49.866752
2023-433130,2023-01-16,000001,Vente en l'état futur d'achèvement,151800,,,LE CHEMINET DE LALEU,B026,80800,80799,Villers-Bretonneux,80,,,80799000AC0089,,,27,,,,,,,,,,1,,,,,,,,,,2.53433,49.866752
2023-433130,2023-01-16,000001,Vente en l'état futur d'achèvement,151800,,,LE CHEMINET DE LALEU,B026,80800,80799,Villers-Bretonneux,80,,,80799000AC0089,,,46,,,,,,,,,,1,,,,,,,,,,2.53433,49.866752
2023-433130,2023-01-16,000001,Vente en l'état futur d'achèvement,151800,,,LE CHEMINET DE LALEU,B026,80800,80799,Villers-Bretonneux,80,,,80799000AC0089,,,45,,,,,,,,,,1,,,,,,,,,,2.53433,49.866752
2023-433131,2023-01-16,000001,Vente,165350,,,LE VILLAGE,B049,80260,80782,Vaux-en-Amiénois,80,,,80782000AA0079,,,,,,,,,,,,,0,,,,,S,sols,,,1002,2.251463,49.962603
2023-433131,2023-01-16,000001,Vente,165350,2,,RUE DU BOUT MAGNIER,0020,80260,80782,Vaux-en-Amiénois,80,,,80782000AA0080,,,,,,,,,,,,,0,1,Maison,78,3,S,sols,,,805,2.251278,49.962538
2023-433132,2023-01-23,000001,Vente,10000,199,,RES FLEURIE PIVOINES,A073,80090,80021,Amiens,80,,,80021000EM0027,,,979,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.309918,49.878903
2023-433133,2023-01-25,000001,Vente,82000,65,,AV DU ROYAUME UNI,7053,80090,80021,Amiens,80,,,80021000MV0191,,,134,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.290048,49.870623
2023-433133,2023-01-25,000001,Vente,82000,65,,AV DU ROYAUME UNI,7053,80090,80021,Amiens,80,,,80021000MV0191,,,23,,6,26.25,,,,,,,2,2,Appartement,27,1,,,,,,2.290048,49.870623
2023-433133,2023-01-25,000001,Vente,82000,65,,AV DU ROYAUME UNI,7053,80090,80021,Amiens,80,,,80021000MV0191,,,23,,6,26.25,,,,,,,2,3,Dépendance,,0,,,,,,2.290048,49.870623
2023-433134,2023-01-23,000001,Echange,237,,,AU REVERS SOLEIL,B112,80260,80584,Naours,80,,,805840000E0448,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1540,2.291089,50.029761
2023-433134,2023-01-23,000001,Echange,237,,,AU REVERS SOLEIL,B112,80260,80584,Naours,80,,,805840000E0450,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1770,2.290439,50.029763
